Date,Open,High,Low,Close,Adj Close,Volume
2019-04-02,141.850006,167.750000,141.600006,164.929993,164.929993,199789038
2019-04-03,164.929993,179.869995,153.029999,161.179993,161.179993,351520471
2019-04-04,161.179993,164.860001,154.289993,158.070007,158.070007,135093346
2019-04-05,158.070007,168.899994,156.779999,166.389999,166.389999,93729139
2019-04-06,166.389999,173.699997,160.960007,166.279999,166.279999,93440063
2019-04-07,166.279999,177.529999,164.940002,175.570007,175.570007,95898759
2019-04-08,175.570007,187.360001,174.619995,181.059998,181.059998,209288702
2019-04-09,181.059998,181.130005,174.960007,176.300003,176.300003,101513775
2019-04-10,176.300003,185.570007,170.270004,177.389999,177.389999,170848830
2019-04-11,177.389999,177.630005,160.759995,165.240005,165.240005,124587430
2019-04-12,165.240005,167.610001,159.970001,164.559998,164.559998,75328846
2019-04-13,164.559998,166.529999,162.539993,164.529999,164.529999,38360717
2019-04-14,164.529999,169.789993,162.410004,168.679993,168.679993,48567123
2019-04-15,168.679993,170.059998,156.330002,160.300003,160.300003,91325069
2019-04-16,160.300003,168.210007,159.520004,166.899994,166.899994,70932570
2019-04-17,166.899994,168.850006,165.039993,167.020004,167.020004,54188457
2019-04-18,167.020004,176.619995,166.639999,174.600006,174.600006,108117562
2019-04-19,174.600006,174.789993,169.820007,174.130005,174.130005,64497766
2019-04-20,174.130005,178.300003,171.169998,173.960007,173.960007,44763261
2019-04-21,173.960007,174.669998,166.690002,170.300003,170.300003,64705903
2019-04-22,170.300003,174.020004,168.630005,171.899994,171.899994,66451729
2019-04-23,171.899994,177.550003,169.210007,170.660004,170.660004,91652098
2019-04-24,170.660004,171.229996,160.820007,166.050003,166.050003,96610106
2019-04-25,166.050003,166.660004,148.720001,152.990005,152.990005,109013577
2019-04-26,152.990005,158.410004,149.600006,156.449997,156.449997,90745549
2019-04-27,156.449997,161.350006,155.139999,158.360001,158.360001,40750421
2019-04-28,158.720001,160.850006,156.990005,158.050003,158.050003,40637073
2019-04-29,158.050003,159.029999,152.360001,156.690002,156.690002,59257093
2019-04-30,156.690002,165.320007,156.690002,164.389999,164.389999,69939060
2019-05-01,164.389999,166.789993,159.990005,161.419998,161.419998,43276053
2019-05-02,161.419998,162.899994,158.419998,161.289993,161.289993,31903176
2019-05-03,161.289993,173.320007,160.270004,168.240005,168.240005,84230176
2019-05-04,168.240005,171.679993,159.929993,163.610001,163.610001,59532209
2019-05-05,163.610001,165.380005,159.190002,163.940002,163.940002,35290275
2019-05-06,163.940002,178.860001,160.660004,173.699997,173.699997,101692000
2019-05-07,173.699997,183.380005,168.009995,168.589996,168.589996,127619495
2019-05-08,168.589996,173.770004,164.699997,171.419998,171.419998,79549805
2019-05-09,171.419998,174.419998,166.539993,170.860001,170.860001,61635698
2019-05-10,170.860001,176.440002,168.410004,172.500000,172.500000,99171682
2019-05-11,172.500000,205.880005,172.470001,192.440002,192.440002,281574838
2019-05-12,192.440002,203.139999,183.070007,188.139999,188.139999,213018304
2019-05-13,188.139999,207.889999,185.789993,195.830002,195.830002,218034544
2019-05-14,195.830002,220.419998,194.970001,217.160004,217.160004,289869112
2019-05-15,217.160004,250.100006,217.000000,248.639999,248.639999,355724872
2019-05-16,248.639999,279.799988,242.460007,264.470001,264.470001,634263776
2019-05-17,264.470001,268.890015,224.699997,244.839996,244.839996,410267280
2019-05-18,244.839996,248.710007,231.300003,233.960007,233.960007,117017034
2019-05-19,233.960007,264.489990,232.449997,260.899994,260.899994,207318106
2019-05-20,260.899994,260.910004,239.270004,252.100006,252.100006,195772403
2019-05-21,252.100006,263.959991,247.779999,254.940002,254.940002,162940479
2019-05-22,254.940002,261.190002,240.479996,243.460007,243.460007,170156807
2019-05-23,243.460007,248.320007,231.149994,245.600006,245.600006,131011466
2019-05-24,245.600006,255.800003,242.580002,249.610001,249.610001,112150086
2019-05-25,249.610001,258.440002,248.339996,251.490005,251.490005,71773413
2019-05-26,251.490005,271.760010,245.970001,268.260010,268.260010,132735299
2019-05-27,268.260010,279.679993,264.230011,271.829987,271.829987,166060230
2019-05-28,271.829987,276.450012,265.299988,271.450012,271.450012,106686177
2019-05-29,271.450012,274.279999,260.730011,269.600006,269.600006,115671371
2019-05-30,269.600006,288.779999,239.639999,254.449997,254.449997,345611935
2019-05-31,254.449997,268.410004,245.259995,267.420013,267.420013,166925470
2019-06-01,267.420013,275.100006,261.010010,264.709991,264.709991,96150090
2019-06-02,264.709991,273.910004,263.880005,269.309998,269.309998,60735168
2019-06-03,269.309998,270.019989,246.940002,249.610001,249.610001,133402509
2019-06-04,249.610001,251.119995,233.869995,241.100006,241.100006,187422191
2019-06-05,241.100006,249.119995,237.770004,246.160004,246.160004,95758702
2019-06-06,246.160004,251.220001,235.800003,249.429993,249.429993,83309679
2019-06-07,249.429993,254.149994,245.050003,249.539993,249.539993,100849718
2019-06-08,249.539993,250.949997,241.839996,244.399994,244.399994,42936623
2019-06-09,244.399994,245.020004,226.619995,231.429993,231.429993,92186381
2019-06-10,231.429993,248.119995,227.660004,247.960007,247.960007,99263687
2019-06-11,247.960007,248.899994,237.630005,245.160004,245.160004,86117977
2019-06-12,245.160004,263.450012,243.130005,263.049988,263.049988,138979721
2019-06-13,263.049988,264.529999,254.110001,255.089996,255.089996,101025129
2019-06-14,255.089996,265.869995,251.729996,263.760010,263.760010,130872372
2019-06-15,263.760010,273.380005,261.809998,269.220001,269.220001,87626432
2019-06-16,269.220001,278.950012,263.709991,268.529999,268.529999,128975724
2019-06-17,268.529999,275.649994,267.690002,273.920013,273.920013,88041706
2019-06-18,273.920013,274.209991,261.190002,264.510010,264.510010,105393246
2019-06-19,264.510010,270.209991,263.660004,269.010010,269.010010,66155758
2019-06-20,269.010010,274.630005,266.670013,272.209991,272.209991,67597297
2019-06-21,272.209991,297.140015,272.209991,296.029999,296.029999,217255509
2019-06-22,296.029999,315.269989,293.630005,309.410004,309.410004,259002380
2019-06-23,309.410004,319.329987,305.230011,307.369995,307.369995,161524339
2019-06-24,307.369995,313.679993,294.209991,311.220001,311.220001,182088474
2019-06-25,311.220001,317.089996,306.130005,316.529999,316.529999,132653803
2019-06-26,316.529999,363.410004,314.130005,333.760010,333.760010,535053301
2019-06-27,333.760010,342.410004,275.010010,294.070007,294.070007,442978514
2019-06-28,294.070007,312.399994,290.450012,309.369995,309.369995,190174118
2019-06-29,309.369995,324.029999,291.720001,317.320007,317.320007,154657148
2019-06-30,317.320007,323.540009,287.019989,290.149994,290.149994,153703715
2019-07-01,290.149994,301.700012,278.070007,294.170013,294.170013,157687256
2019-07-02,294.170013,296.640015,271.799988,291.609985,291.609985,170557510
2019-07-03,291.609985,303.200012,289.829987,302.170013,302.170013,116829498
2019-07-04,302.170013,303.730011,280.380005,283.100006,283.100006,88210847
2019-07-05,283.100006,294.989990,280.579987,287.899994,287.899994,86503240
2019-07-06,287.899994,298.010010,285.559998,287.980011,287.980011,57932347
2019-07-07,287.980011,310.720001,284.459991,306.429993,306.429993,99666457
2019-07-08,306.429993,314.940002,302.559998,313.339996,313.339996,115496166
2019-07-09,313.339996,318.320007,303.089996,307.890015,307.890015,125850428
2019-07-10,307.890015,314.739990,281.619995,288.640015,288.640015,180940011
2019-07-11,288.640015,288.660004,263.000000,268.559998,268.559998,171079615
2019-07-12,268.559998,279.059998,266.459991,275.410004,275.410004,76685542
2019-07-13,275.410004,275.720001,261.809998,268.940002,268.940002,66861426
2019-07-14,268.940002,269.589996,223.070007,226.160004,226.160004,175331440
2019-07-15,226.160004,235.479996,203.630005,228.139999,228.139999,226218116
2019-07-16,228.139999,234.279999,191.029999,198.710007,198.710007,232180403
2019-07-17,198.710007,219.839996,192.479996,211.289993,211.289993,162154895
2019-07-18,211.289993,229.649994,206.320007,226.089996,226.089996,142904884
2019-07-19,226.089996,226.509995,214.009995,221.279999,221.279999,82409808
2019-07-20,221.279999,235.690002,220.330002,228.710007,228.710007,74318209
2019-07-21,228.710007,229.690002,217.429993,225.399994,225.399994,59548497
2019-07-22,225.399994,227.990005,211.880005,217.220001,217.220001,73718555
2019-07-23,217.220001,219.100006,208.550003,212.210007,212.210007,69993297
2019-07-24,212.210007,218.139999,201.320007,216.660004,216.660004,96519402
2019-07-25,216.660004,225.580002,215.729996,219.410004,219.410004,64183254
2019-07-26,219.410004,220.880005,212.990005,219.229996,219.229996,46712261
2019-07-27,219.229996,223.830002,202.839996,207.169998,207.169998,78126135
2019-07-28,207.169998,213.270004,197.960007,211.149994,211.149994,47846437
2019-07-29,211.149994,215.029999,206.429993,210.830002,210.830002,45830094
2019-07-30,210.830002,214.389999,204.580002,209.820007,209.820007,34387958
2019-07-31,209.820007,218.979996,209.729996,218.699997,218.699997,45601288
2019-08-01,218.699997,219.279999,211.039993,217.509995,217.509995,40239508
2019-08-02,217.509995,222.660004,214.990005,217.699997,217.699997,45725495
2019-08-03,217.699997,224.600006,216.250000,221.720001,221.720001,40533895
