Date,Open,High,Low,Close,Adj Close,Volume
2019-03-31,4118.129883,4129.430176,4098.790039,4112.689941,4112.689941,56727425
2019-04-01,4112.689941,4164.330078,4082.199951,4151.319824,4151.319824,152826759
2019-04-02,4151.319824,5104.419922,4147.700195,4906.930176,4906.930176,814748125
2019-04-03,4906.930176,5335.700195,4831.589844,4976.589844,4976.589844,809158339
2019-04-04,4976.589844,5071.979980,4799.770020,4913.359863,4913.359863,370109007
2019-04-05,4913.359863,5074.129883,4897.609863,5047.229980,5047.229980,280722247
2019-04-06,5047.229980,5240.189941,4938.000000,5057.250000,5057.250000,275839573
2019-04-07,5057.250000,5266.040039,5044.279785,5201.160156,5201.160156,243329883
2019-04-08,5201.160156,5347.879883,5141.229980,5294.089844,5294.089844,366577921
2019-04-09,5294.089844,5294.089844,5159.129883,5201.299805,5201.299805,253577595
2019-04-10,5201.299805,5460.939941,5178.609863,5318.600098,5318.600098,349643837
2019-04-11,5318.600098,5343.660156,4987.649902,5048.560059,5048.560059,356811374
2019-04-12,5048.560059,5118.609863,4927.620117,5081.500000,5081.500000,220667543
2019-04-13,5081.500000,5128.959961,5056.189941,5080.660156,5080.660156,118956124
2019-04-14,5080.660156,5186.819824,5031.200195,5165.589844,5165.589844,108148233
2019-04-15,5165.589844,5195.310059,4969.310059,5037.270020,5037.270020,205867031
2019-04-16,5037.270020,5232.029785,5029.160156,5212.810059,5212.810059,207311534
2019-04-17,5212.810059,5270.759766,5190.810059,5236.259766,5236.259766,194699629
2019-04-18,5236.259766,5317.779785,5232.990234,5289.750000,5289.750000,187312150
2019-04-19,5289.750000,5353.009766,5212.180176,5295.529785,5295.529785,158699049
2019-04-20,5295.529785,5366.600098,5274.450195,5326.180176,5326.180176,123577001
2019-04-21,5326.180176,5348.589844,5232.770020,5305.740234,5305.740234,134681237
2019-04-22,5305.740234,5444.759766,5265.729980,5394.669922,5394.669922,242498187
2019-04-23,5394.669922,5626.830078,5371.310059,5539.100098,5539.100098,368556751
2019-04-24,5539.100098,5633.000000,5390.979980,5454.580078,5454.580078,339093001
2019-04-25,5454.580078,5521.609863,5031.689941,5162.669922,5162.669922,374798664
2019-04-26,5162.669922,5361.939941,5104.180176,5234.089844,5234.089844,366773360
2019-04-27,5234.089844,5282.970215,5192.450195,5229.479980,5229.479980,113430273
2019-04-28,5233.470215,5313.700195,5218.419922,5272.450195,5272.450195,133564683
2019-04-29,5272.450195,5299.509766,5162.810059,5237.959961,5237.959961,167206787
2019-04-30,5237.959961,5372.229980,5224.640137,5350.640137,5350.640137,172540196
2019-05-01,5350.640137,5417.169922,5346.700195,5389.540039,5389.540039,147345369
2019-05-02,5389.540039,5531.149902,5387.290039,5500.720215,5500.720215,192256639
2019-05-03,5500.720215,5891.899902,5484.779785,5753.379883,5753.379883,432335283
2019-05-04,5753.379883,5901.359863,5596.149902,5840.080078,5840.080078,263390273
2019-05-05,5840.080078,5849.500000,5709.740234,5794.140137,5794.140137,147662500
2019-05-06,5794.140137,5823.669922,5644.149902,5748.169922,5748.169922,200316185
2019-05-07,5748.169922,6031.540039,5748.169922,5819.569824,5819.569824,353043890
2019-05-08,5819.569824,6032.250000,5753.080078,5998.709961,5998.709961,241917027
2019-05-09,5998.709961,6194.910156,5988.649902,6171.959961,6171.959961,310336580
2019-05-10,6171.959961,6444.569824,6133.209961,6358.290039,6358.290039,430403405
2019-05-11,6358.290039,7394.939941,6357.020020,7191.359863,7191.359863,933141315
2019-05-12,7191.359863,7541.609863,6793.209961,6977.629883,6977.629883,1023203366
2019-05-13,6977.629883,8127.750000,6873.419922,7806.359863,7806.359863,1140302646
2019-05-14,7806.359863,8297.019531,7631.339844,7980.129883,7980.129883,976094121
2019-05-15,7980.129883,8263.290039,7849.919922,8183.830078,8183.830078,694202804
2019-05-16,8183.830078,8352.250000,7679.049805,7874.109863,7874.109863,762104107
2019-05-17,7874.109863,7930.979980,6668.669922,7371.959961,7371.959961,1023961962
2019-05-18,7371.959961,7491.669922,7213.720215,7266.080078,7266.080078,303317486
2019-05-19,7266.080078,8281.660156,7257.259766,8193.139648,8193.139648,723011166
2019-05-20,8193.139648,8193.139648,7591.850098,7998.290039,7998.290039,637617163
2019-05-21,7998.290039,8102.319824,7807.770020,7947.930176,7947.930176,357803946
2019-05-22,7947.930176,8033.759766,7533.660156,7626.890137,7626.890137,424501866
2019-05-23,7626.890137,7971.259766,7478.740234,7876.500000,7876.500000,386766321
2019-05-24,7876.500000,8165.450195,7801.569824,7996.399902,7996.399902,413162746
2019-05-25,7996.399902,8140.819824,7948.680176,8059.129883,8059.129883,179206342
2019-05-26,8059.129883,8779.000000,7894.529785,8726.230469,8726.230469,483663699
2019-05-27,8726.230469,8931.530273,8668.459961,8785.169922,8785.169922,507164714
2019-05-28,8785.169922,8818.709961,8562.200195,8718.849609,8718.849609,360752199
2019-05-29,8718.849609,8760.480469,8444.099609,8664.559570,8664.559570,380343928
2019-05-30,8664.559570,9065.889648,8027.209961,8276.250000,8276.250000,815525590
2019-05-31,8276.250000,8570.780273,8116.000000,8550.669922,8550.669922,502056527
2019-06-01,8550.669922,8619.209961,8459.650391,8555.870117,8555.870117,229736992
2019-06-02,8555.870117,8819.900391,8547.480469,8737.910156,8737.910156,221708083
2019-06-03,8737.910156,8740.240234,8073.180176,8114.490234,8114.490234,534972187
2019-06-04,8114.490234,8114.490234,7463.939941,7677.470215,7677.470215,809220381
2019-06-05,7677.470215,7917.140137,7591.879883,7791.290039,7791.290039,387021977
2019-06-06,7791.290039,7872.100098,7467.520020,7807.359863,7807.359863,342084400
2019-06-07,7807.359863,8127.629883,7767.370117,8002.629883,8002.629883,407241297
2019-06-08,8002.629883,8058.910156,7796.459961,7933.779785,7933.779785,186055499
2019-06-09,7933.779785,7964.750000,7535.899902,7643.439941,7643.439941,234551796
2019-06-10,7643.439941,8061.500000,7533.529785,8021.000000,8021.000000,339520552
2019-06-11,8021.000000,8049.779785,7724.580078,7917.319824,7917.319824,282632009
2019-06-12,7917.319824,8250.000000,7834.569824,8174.140137,8174.140137,399065678
2019-06-13,8174.140137,8326.200195,8053.649902,8235.570313,8235.570313,315594036
2019-06-14,8235.570313,8724.419922,8180.390137,8693.959961,8693.959961,424131990
2019-06-15,8693.959961,8905.139648,8621.480469,8853.559570,8853.559570,333656492
2019-06-16,8853.559570,9372.889648,8800.959961,8979.179688,8979.179688,767025702
2019-06-17,8979.179688,9468.849609,8976.990234,9336.009766,9336.009766,606269265
2019-06-18,9336.009766,9357.219727,8941.830078,9081.709961,9081.709961,473016555
2019-06-19,9081.709961,9313.179688,9045.469727,9280.540039,9280.540039,293070485
2019-06-20,9280.540039,9600.280273,9219.809570,9536.849609,9536.849609,424436854
2019-06-21,9536.849609,10230.860352,9536.849609,10218.870117,10218.870117,765543626
2019-06-22,10218.870117,11207.969727,10086.320313,10689.540039,10689.540039,1240328392
2019-06-23,10689.540039,11285.509766,10513.809570,10855.990234,10855.990234,619160985
2019-06-24,10855.990234,11100.919922,10555.709961,11035.740234,11035.740234,565444720
2019-06-25,11035.740234,11778.219727,10992.370117,11740.339844,11740.339844,953962631
2019-06-26,11740.339844,13826.759766,11679.099609,12913.280273,12913.280273,2685872365
2019-06-27,12913.280273,13314.049805,10335.339844,11154.089844,11154.089844,2345027203
2019-06-28,11154.089844,12433.000000,10772.750000,12355.059570,12355.059570,1408438810
2019-06-29,12355.059570,12362.900391,11352.269531,11884.099609,11884.099609,968516834
2019-06-30,11884.099609,12200.019531,10677.830078,10769.049805,10769.049805,917158052
2019-07-01,10769.049805,11207.000000,10006.429688,10591.870117,10591.870117,1225129699
2019-07-02,10591.870117,10927.599609,9678.099609,10844.129883,10844.129883,1239524970
2019-07-03,10844.129883,12009.589844,10841.910156,11981.610352,11981.610352,1313585829
2019-07-04,11981.610352,12055.110352,11067.679688,11156.519531,11156.519531,831236841
2019-07-05,11156.519531,11435.379883,10787.940430,10993.250000,10993.250000,734424868
2019-07-06,10993.250000,11709.269531,10985.400391,11248.940430,11248.940430,549769169
2019-07-07,11248.940430,11605.429688,11109.419922,11474.280273,11474.280273,418161890
2019-07-08,11474.280273,12386.280273,11339.019531,12296.160156,12296.160156,762033323
2019-07-09,12296.160156,12808.059570,12117.309570,12567.019531,12567.019531,993891866
2019-07-10,12567.019531,13183.730469,11569.940430,12099.120117,12099.120117,1554955347
2019-07-11,12099.120117,12099.910156,11002.389648,11343.120117,11343.120117,1185222449
2019-07-12,11343.120117,11931.910156,11096.610352,11797.370117,11797.370117,647690095
2019-07-13,11797.370117,11835.870117,10827.530273,11363.969727,11363.969727,668325183
2019-07-14,11363.969727,11447.919922,10118.849609,10204.410156,10204.410156,814667763
2019-07-15,10204.410156,11070.179688,9877.019531,10850.259766,10850.259766,965178341
2019-07-16,10850.259766,11025.759766,9366.820313,9423.440430,9423.440430,1140137759
2019-07-17,9423.440430,9982.240234,9086.509766,9696.150391,9696.150391,965256823
2019-07-18,9696.150391,10776.540039,9292.610352,10638.349609,10638.349609,1033842556
2019-07-19,10638.349609,10757.410156,10135.160156,10532.940430,10532.940430,658190962
2019-07-20,10532.940430,11094.320313,10379.190430,10759.419922,10759.419922,608954333
2019-07-21,10759.419922,10833.990234,10329.889648,10586.709961,10586.709961,405339891
2019-07-22,10586.709961,10676.599609,10072.070313,10325.870117,10325.870117,524442852
2019-07-23,10325.870117,10328.440430,9820.610352,9854.150391,9854.150391,529438124
2019-07-24,9854.150391,9920.540039,9535.780273,9772.139648,9772.139648,531611909
2019-07-25,9772.139648,10184.429688,9744.700195,9882.429688,9882.429688,403576364
2019-07-26,9882.429688,9890.049805,9668.519531,9847.450195,9847.450195,312717110
2019-07-27,9847.450195,10202.950195,9310.469727,9478.320313,9478.320313,512612117
2019-07-28,9478.320313,9591.519531,9135.639648,9531.769531,9531.769531,267243770
2019-07-29,9531.769531,9717.690430,9386.900391,9506.929688,9506.929688,299936368
2019-07-30,9506.929688,9749.530273,9391.780273,9595.519531,9595.519531,276402322
2019-07-31,9595.519531,10123.940430,9581.599609,10089.250000,10089.250000,416343142
2019-08-01,10089.250000,10488.809570,9890.490234,10409.790039,10409.790039,442037342
2019-08-02,10409.790039,10666.639648,10340.820313,10528.990234,10528.990234,463688251
2019-08-03,10528.990234,10915.000000,10509.349609,10812.209961,10812.209961,366867652
